ΕΦΑΡΜΟΓΗ,ΘΕΜΑΤΙΚΗ ΕΝΟΤΗΤΑ,ΓΝΩΣΤΙΚΟ ΑΝΤΙΚΕΙΜΕΝΟ,ΕΚΠΑΙΔΕΥΤΙΚΗ ΒΑΘΜΙΔΑ,"URL
ObjectKAREL,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,,Εκπαιδευτικό προγραμματιστικό περιβάλλον  για μια εισαγωγή στον αντικειμενοστραφή προγραμματισμό που αναπτύχθηκε στο Πανεπιστήμιο Μακεδονίας,,,
Okular,ΠΡΟΒΟΛΗ ΕΓΓΡΑΦΩΝ,,,https://okular.kde.org/,Εφαρμογή προβολής εγγράφων,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Open Circuit Design,ΗΛΕΚΤΡΟΝΙΚΗ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://opencircuitdesign.com/,Συλλογή εφαρμογών ηλεκτρονικής σχεδιασης ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Open-Sancore,ΔΙΑΔΡΑΣΤΙΚΟΙ ΠΙΝΑΚΕΣ,,,http://open-sankore.org/,Λογισμικό για διαδραστικούς πίνακες,"OPEN SOURCE
",ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
OpenBiblio,Διαχείριση Βιβλιοθηκών,,,http://obiblio.sourceforge.net,Διαχείριση Βιβλιοθηκών,OPEN SOURCE,,
Openeclass,Πλατφόρμες eLearning,,,http://www.openeclass.org,"Η πλατφόρμα Open eClass είναι ένα ολοκληρωμένο Σύστημα Διαχείρισης Ηλεκτρονικών Μαθημάτων και συνιστά προσφορά του Ελληνικού Ακαδημαϊκού Διαδικτύου (GUnet) στην εκπαιδευτική και ακαδημαϊκή κοινότητα. Έχει σχεδιαστεί με προσανατολισμό την ενίσχυση της εκπαιδευτικής διαδικασίας, βασίζεται στη φιλοσοφία του λογισμικού ανοικτού κώδικα, υποστηρίζεται ενεργά από το GUnet και διανέμεται ελεύθερα. Βασική επιδίωξη της πλατφόρμας είναι η ενσωμάτωση των νέων τεχνολογιών και η εποικοδομητική χρήση του διαδικτύου στην εκπαιδευτική διαδικασία.",,,
OpenELMS,Πλατφόρμες eLearning,,,http://www.openelms.org,Πλατφόρμες eLearning,,,
Openshot,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,,,http://www.openshot.org/,"Επεξεργασία βίντεο
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
OpenStudent,Συστήματα διαχείρισης Πληροφοριών,,,http://openstudent.ca,Συστήματα διαχείρισης Πληροφοριών,,,
Oregano,ΗΛΕΚΤΡΟΝΙΚΗ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://github.com/drahnr/oregano,Πρόγραμμα για την προσομοίωση ηλεκτρικών κυκλωμάτων. ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
PDFCreator,ΔΗΜΙΟΥΡΓΙΑ PDF,,,http://www.pdfforge.org/pdfcreator,"Εφαρμογή δημιουργίας PDF
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Photorec,"ΑΝΑΚΤΗΣΗ ΑΡΧΕΙΩΝ
",,,http://www.cgsecurity.org/wiki/PhotoRec,Προγραμμα ανακτησης διεγραμμενων αρχειων το οποιο δουλευει τοσο σε καρτα μνημης φωτογραφικων μηχανων οσο και σε σκληρους δισκους μιας και υποστηριζει και πολλων ειδων αρχεια.,OPEN SOURCE,"ΕΦΑΡΜΟΓΗ
",CROSSPLATFORM
php,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,,,,,,
physion,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,"
http://physion.net/en/downloads",Physion is a 2D Physics simulation software. It can be used to easily create a wide range of interactive physics simulations and educational experiments.,OPEN SOURCE,"
","WINDOWS, LINUX"
Pitivi,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,,,http://www.pitivi.org/,Επεξεργασία βίνεο,OPEN SOURCE,LINUX,
Protein Investigator,ΒΙΟΛΟΓΙΑ,ΒΙΟΛΟΓΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://intro.bio.umb.edu/PI/,The Protein Investigator gives students an opportunity to interactively explore protein structure and function in a simplified system. This is a highly-simplified model of protein folding. It is not intended to predict the correct structures of any proteins; it is designed to illustrate the major principles involved in that proces,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"WINDOWS, MACOSX"
PuTTY,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.chiark.greenend.org.uk/~sgtatham/putty,"terminal emulator, serial console and network file transfer application",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
pySioGame,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΩΤΟΒΑΘΜΙΑ,http://www.pysiogame.net/,"Συλλογή εκπαιδευτικών παιχνιδιών και δραστηριοτήτων
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"WINDOWS, LINUX"
QGIS,ΓΕΩΓΡΑΦΙΑ,ΓΕΩΓΡΑΦΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.qgis.org/en/site/,"Το  Quantum  GIS  (QGIS)  είναι  ένα  φιλικό  προς  το  χρήστη  λογισμικό 
Γεωγραφικών  Συστημάτων  Πληροφοριών  Ανοιχτού  Κώδικα  και 
διέπεται από την άδεια General Public License (GNU)",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
qucs,ΗΛΕΚΤΡΟΝΙΚΗ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://qucs.sourceforge.net/index.html,"Qucs is an integrated circuit simulator which means you are able to setup a circuit with a graphical user interface (GUI) and simulate the large-signal, small-signal and noise behaviour of the circuit. After that simulation has finished you can view the simulation results on a presentation page or window.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
R-project ,ΜΑΘΗΜΑΤΙΚΑ - ΣΤΑΤΙΣΤΙΚΗ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,,Γλώσσα με περιβάλλον για υπολογισμούς στατιστικής. Προσφέρει μεγάλη ποικιλία στατιστικών και γραφικών τεχνικών. ,OPEN SOURCE,,CROSSPLATFORM
Repetier,ΣΧΕΔΙΑΣΗ 3D- PRINTING,,,https://www.repetier.com/,3D Printing Software,,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
sage,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.sagemath.org/,SageMath is a free open-source mathematics software system licensed under the GP,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Sakai,Πλατφόρμες eLearning,,,http://sakaiproject.org,Πλατφόρμες eLearning,,,
SalsaJ,ΑΣΤΡΟΝΟΜΙΑ,,,http://www.euhou.net/index.php/salsaj-software-mainmenu-9/download-mainmenu-10,"It allows students to display, analyse, and explore real astronomical images and other data in the same way that professional astronomers do, making the same kind of discoveries that lead to true excitement about science. ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
SchoolTool,Συστήματα διαχείρισης Πληροφοριών,,,http://schooltool.org,Συστήματα διαχείρισης Πληροφοριών,,,
scilab,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.scilab.org,"Πακέτο λογισμικού για αριθμητικούς υπολογισμούς. Υποστηρίζει την ενσωμάτωση προγραμμάτων γραμμένων σε διάφορες γλώσσες (C, Fortran κ.ά.). ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Scratch for Arduino (S4A),ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,,,S4A is a Scratch modification that allows for simple programming of the Arduino open source hardware platform. It provides new blocks for managing sensors and actuators connected to Arduino. There is also a sensors report board similar to the PicoBoard one,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Scribus,DTP,,,https://www.scribus.net/,"Το Scribus είναι μια εφαρμογή για σελιδοποίηση εγγράφων (desktop publishing, DTP) η οποία διατίθεται ως ελεύθερο λογισμικό υπό τη Γενική δημόσια άδεια GPL. ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Sebran,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,http://online.seterra.com/en/p/sebran,Συλλογή εκπαιδευτικών παιχνιδιών-προγραμματων,OPEN SOURCE,,WINDOWS
Simile Exhibit,ΔΙΑΔΡΑΣΤΙΚΟΙ ΧΑΡΤΕΣ,,,http://www.simile-widgets.org/exhibit/,"Exhibit lets you easily create web pages with advanced text search and filtering functionalities, with interactive maps, timelines, and other visualizations like these: ",OPEN SOURCE,"SOURCE CODE
",
Simile Timeline,ΧΡΟΝΟΛΟΓΙΟ ,,,http://simile-widgets.org/wiki/Timeline,,,,
Stellarium,ΑΣΤΡΟΝΟΜΙΑ,,ΠΡΩΤΟΒΑΘΜΙΑ,http://www.stellarium.org/,"Είναι μια πλήρως εξελληνισμένη εφαρμογή λογισμικού ανοιχτού κώδικα, με την οποία μπορείτε να απεικονίσετε ρεαλιστικά, σε τρεις διαστάσεις, τον ουρανό με τους αστερισμούς. Είναι ένα 3D πλανητάριο για τον Η/Υ, που εγκαθίσταται σε pc, mac και linux. Απλά ορίστε συντεταγμένες και ξεκινήστε την περιήγηση σε περισσότερα από 600.000 άστρα, ενώ υπάρχουν επιπρόσθετοι κατάλογοι 210 εκατομμυρίων άστρων.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
STORYBIRD,ΔΗΜΙΟΥΡΓΙΑ ΔΙΑΔΡΑΣΤΙΚΩΝ ΙΣΤΟΡΙΩΝ,,,https://storybird.com/,"Δημιουργία διαδραστικών ιστοριών
",,ΠΛΑΤΦΟΡΜΑ,ONLINE
storyboardthat,ΔΗΜΙΟΥΡΓΙΑ ΔΙΑΔΡΑΣΤΙΚΩΝ ΙΣΤΟΡΙΩΝ,,,http://www.storyboardthat.com/,Δημιουργία διαδραστικών ιστοριών,,ΠΛΑΤΦΟΡΜΑ,ONLINE
StoryMapJS,ΕΝΝΟΙΟΛΟΓΙΚΟΙ ΧΑΡΤΕΣ,,,https://storymap.knightlab.com/,,,ΠΛΑΤΦΟΡΜΑ,ONLINE
Tagul,ΣΥΝΝΕΦΑ ΛΕΞΕΩΝ,,,https://tagul.com/,,,,
tcexam,"ΚΟΥΙΖ, ΠΑΖΛ, ΤΕΣΤ",,,https://tcexam.org/,"TCExam is a Open Source system for electronic exams (also know as CBA - Computer-Based Assessment, CBT - Computer-Based Testing or e-exam) that enables educators and trainers to author, schedule, deliver, and report on quizzes, tests and exams",OPEN SOURCE,ΠΛΑΤΦΟΡΜΑ,ONLINE
thinglink,ΔΗΜΙΟΥΡΓΙΑ ΠΟΛΥΜΕΣΩΝ,,ΠΡΩΤΟΒΑΘΜΙΑ,https://www.thinglink.com/edu,Διαδικτυακή πλατφόρμα μετατροπής απλών στατικών εικόνων σε σύνθετες πολυμεσικές,,ΠΛΑΤΦΟΡΜΑ,ONLINE
Thunderbird,ΗΛΕΚΤΡΟΝΙΚΗ ΑΛΛΗΛΟΓΡΑΦΙΑ,,,https://www.mozilla.org/el/thunderbird/,Εφαρμογή ηλ. ταχυδρομείου,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Timeglider,ΧΡΟΝΟΛΟΓΙΟ,,,http://timeglider.com/,"Web-based timeline software for creating and sharing history, project planning and more",,ΠΛΑΤΦΟΡΜΑ,"ONLINE
"
TimelineJS,ΧΡΟΝΟΓΡΑΜΜΕΣΑ,,"
","
https://timeline.knightlab.com/",εφαρμογή κατασκευής διαδραστικών χρονογραμμών,,,"ONLINE
"
TimeRime,ΧΡΟΝΟΓΡΑΜΜΕΣ,,ΠΡΩΤΟΒΑΘΜΙΑ,http://timerime.com/,,,ΠΛΑΤΦΟΡΜΑ,ONLINE
Timetoast,ΧΡΟΝΟΓΡΑΜΜΕΣ,,ΠΡΩΤΟΒΑΘΜΙΑ,https://www.timetoast.com/,,,,
TuxMath,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,,Παιχνιδι αριθμητικής,,,
TuxPaint,ΖΩΓΡΑΦΙΚΗ,,ΠΡΟΣΧΟΛΙΚΗ - ΠΡΩΤΟΒΑΘΜΙΑ,http://www.tuxpaint.org/,"Tux Paint is a free, award-winning drawing program for children ages 3 to 12 (for example, preschool and K-6). Tux Paint is used in schools around the world as a computer literacy drawing activity. It combines an easy-to-use interface, fun sound effects, and an encouraging cartoon mascot who guides children as they use the program.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
TuxType,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ - ΠΡΩΤΟΒΑΘΜΙΑ,http://tux4kids.alioth.debian.org/tuxtype/," TuxTyping is an educational typing tutor for kids starring Tux, the Linux penguin. This educational game comes with two different games for practicing your typing, and having a great time doing it.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
TwinSpace,ΣΥΝΕΡΓΑΤΙΚΗ ΠΛΑΤΦΟΡΜΑ,,,https://twinspace.etwinning.net/login,Συνεργαστική πλατφόρμα e-twinning,,ΠΛΑΤΦΟΡΜΑ,"ONLINE
"
VideoLAN Movie Creator,ΕΠΕΞΕΡΓΑΣΙΑ ΒΙΝΤΕΟ,,,http://www.videolan.org/vlmc/,Εφαρμογή επεξεργασία βίντεο,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Virtual box,"VIRTUALIZATION
",,,https://www.virtualbox.org/,Virtualization,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
VirtualX,Πλατφόρμες eLearning,,,http://virtualx.sourceforge.net,Πλατφόρμες eLearning,,,
VLC ,"ΒΙΝΤΕΟ
",,,http://www.videolan.org/vlc/),Εφαρμογή αναπαραγωγής βίντεο,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
WebQuest,Ανοιχτό Εκπαιδευτικό Περιεχόμενο,,,http://webquest.org/index.php,,,OER,
Wevideo,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,,,https://www.wevideo.com/,Online Επεξεργασία βίντεο,,ONLINE,ONLINE
WINE,"
Windows Emulator",,,https://www.winehq.org/,Windows Emulator,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Wireshark,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.wireshark.org/,"Το Wireshark είναι ένα ελεύθερο και ανοιχτού κώδικα λογισμικό ανάλυσης πρωτοκόλλων δικτύου υπολογιστών. Χρησιμοποιείται για ανάλυση δικτύου, παρακολούθηση δικτύου, εντοπισμό και αντιμετώπιση προβλημάτων στα δίκτυα και για εκπαίδευση.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
xplanets,ΑΣΤΡΟΝΟΜΙΑ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://xplanet.sourceforge.net/,"Xplanet was inspired by Xearth, which renders an image of the earth into the X root window. All of the major planets and most satellites can be drawn, similar to the Solar System Simulator. A number of different map projections are also supported, including azimuthal, Lambert, Mercator, Mollweide, orthographic, and rectangular. ",OPEN SOURCE,"
",CROSSPLATFORM
Zentyal,ΔΙΑΧΕΙΡΙΣΗ ΕΡΓΑΣΤΗΡΙΩΝ,,,http://www.zentyal.org/,Microsoft Exchange alternative on Linux.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Εκπαιδευτικές εφαρμογές Φωτόδεντρου,"Ανοιχτό Επιαδευτικό Περιεχόμενο
",,,http://retinalart.blogspot.gr/p/edu-games.html,,OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
Colorillo,ΣΧΕΔΙΑΣΗ,Δημιουργία και Έκφραση,ΠΡΟΣΧΟΛΙΚΗ,http://colorillo.com/about.php,Συνεργατική πλατφόρμα σχεδίσσης,OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
LEARN GENETICS,ΒΙΟΛΟΓΙΑ,ΒΙΟΛΟΓΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://learn.genetics.utah.edu/,,OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
PhET,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://phet.colorado.edu/el/about,"Το PhET παρέχει διασκεδαστικές, διαδραστικές, βασισμένες σε έρευνες προσομοιώσεις φυσικών φαινομένων δωρεάν. Θεωρούμε ότι η βασισμένη σε έρευνα προσέγγισή μας -που ενσωματώνει ευρήματα από προηγούμενες έρευνες- ενεργοποιεί τους μαθητές, ώστε να κάνουν συνδέσεις μεταξύ των φαινομένων της πραγματικής ζωής και της υποκείμενης σε αυτά επιστημονικής γνώσης και να εμβαθύνουν στον φυσικό κόσμο.",OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
photodentro,Ανοιχτό Εκπαιδευτικό περιεχόμενο,,,,,OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
PhysicsLab,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,,,http://www.physicslab.org/,,OER,ΠΛΑΤΦΟΡΜΑ,ΟΝLINE
prezi,ΔΗΜΙΟΥΡΓΙΑ ΠΑΡΟΥΣΙΑΣΕΩΝ ,,,https://prezi.com,online presenations,"OER
",ΠΛΑΤΦΟΡΜΑ,ONLINE
Proprofs,ΚΟΥΙΖ - ΔΗΜΙΟΥΡΓΙΑ ΜΑΘΗΜΑΤΩΝ,,,,"online quiz, survey, online course creation tool as well as a knowledge base software",OER,ΠΛΑΤΦΟΡΜΑ,ONLINE
seilias,Ανοιχτό Εκπαιδευτικό περιεχόμενο,,,http://www.seilias.gr/,Φυσική και Φωτογραφία,OER,ΠΛΑΤΦΟΡΜΑ,ONLINE